"minPts","eps","Precision", "Recall","F1"
8,0.46,0.617283950617284,0.515463917525773,0.561797752808989
8,0.47,0.757575757575758,0.515463917525773,0.613496932515337
8,0.48,0.847457627118644,0.515463917525773,0.641025641025641
8,0.49,0.96,0.494845360824742,0.653061224489796
8,0.5,0.956521739130435,0.45360824742268,0.615384615384615
8,0.51,1,0.422680412371134,0.594202898550725
8,0.52,1,0.422680412371134,0.594202898550725
8,0.53,1,0.402061855670103,0.573529411764706
8,0.54,1,0.381443298969072,0.552238805970149
8,0.55,1,0.329896907216495,0.496124031007752
8,0.56,1,0.319587628865979,0.484375
8,0.57,1,0.247422680412371,0.396694214876033
8,0.58,1,0.237113402061856,0.383333333333333
8,0.59,1,0.175257731958763,0.298245614035088
8,0.6,1,0.154639175257732,0.267857142857143
8,0.61,1,0.144329896907216,0.252252252252252
8,0.62,1,0.134020618556701,0.236363636363636
8,0.63,1,0.11340206185567,0.203703703703704
8,0.64,1,0.0927835051546392,0.169811320754717
8,0.65,1,0.0824742268041237,0.152380952380952
8,0.66,1,0.0824742268041237,0.152380952380952
8,0.67,1,0.0721649484536082,0.134615384615385
8,0.68,1,0.0721649484536082,0.134615384615385
8,0.69,1,0.0618556701030928,0.116504854368932
8,0.7,1,0.0515463917525773,0.0980392156862745
8,0.71,1,0.0412371134020619,0.0792079207920792
8,0.72,1,0.0309278350515464,0.06
8,0.73,1,0.0309278350515464,0.06
8,0.74,1,0.0206185567010309,0.0404040404040404
8,0.75,1,0.0206185567010309,0.0404040404040404
8,0.76,1,0.0206185567010309,0.0404040404040404
9,0.1,0.0097,1,0.0192136278102407
9,0.11,0.0097,1,0.0192136278102407
9,0.12,0.0097,1,0.0192136278102407
9,0.13,0.0097,1,0.0192136278102407
9,0.14,0.0097,1,0.0192136278102407
9,0.15,0.0097,1,0.0192136278102407
9,0.16,0.0097,1,0.0192136278102407
9,0.17,0.0097,1,0.0192136278102407
9,0.18,0.0097,1,0.0192136278102407
9,0.19,0.0097,1,0.0192136278102407
9,0.2,0.0097,1,0.0192136278102407
9,0.21,0.0097,1,0.0192136278102407
9,0.22,0.0097,1,0.0192136278102407
9,0.23,0.0097,1,0.0192136278102407
9,0.24,0.0097,1,0.0192136278102407
9,0.25,0.0097,1,0.0192136278102407
9,0.26,0.0097,1,0.0192136278102407
9,0.27,0.0097,1,0.0192136278102407
9,0.28,0.0097,1,0.0192136278102407
9,0.29,0.0097,1,0.0192136278102407
9,0.3,0.0097,1,0.0192136278102407
9,0.31,0.00970873786407767,1,0.0192307692307692
9,0.32,0.00970970970970971,1,0.0192326757212253
9,0.33,0.00976051519420407,1,0.0193323368211261
9,0.34,0.00996302382908792,1,0.0197294823553341
9,0.35,0.0105228899978303,1,0.0208266237251745
9,0.36,0.0118401578687716,0.989690721649485,0.023400365630713
9,0.37,0.0144339197113216,0.989690721649485,0.028452874925904
9,0.38,0.018754988028731,0.969072164948454,0.0367978077901742
9,0.39,0.0260895345389861,0.907216494845361,0.0507204610951009
9,0.4,0.0375832540437678,0.814432989690722,0.0718508412914961
9,0.41,0.0583333333333333,0.721649484536082,0.107941403238242
9,0.42,0.101024890190337,0.711340206185567,0.176923076923077
9,0.43,0.164921465968586,0.649484536082474,0.263048016701461
9,0.44,0.247863247863248,0.597938144329897,0.350453172205438
9,0.45,0.380281690140845,0.556701030927835,0.451882845188285
9,0.46,0.568181818181818,0.515463917525773,0.54054054054054
9,0.47,0.735294117647059,0.515463917525773,0.606060606060606
9,0.48,0.833333333333333,0.515463917525773,0.636942675159236
9,0.49,0.96,0.494845360824742,0.653061224489796
9,0.5,0.956521739130435,0.45360824742268,0.615384615384615
9,0.51,1,0.422680412371134,0.594202898550725
9,0.52,1,0.422680412371134,0.594202898550725
9,0.53,1,0.402061855670103,0.573529411764706
9,0.54,1,0.381443298969072,0.552238805970149
9,0.55,1,0.329896907216495,0.496124031007752
9,0.56,1,0.319587628865979,0.484375
9,0.57,1,0.247422680412371,0.396694214876033
9,0.58,1,0.237113402061856,0.383333333333333
9,0.59,1,0.185567010309278,0.31304347826087
9,0.6,1,0.154639175257732,0.267857142857143
9,0.61,1,0.144329896907216,0.252252252252252
9,0.62,1,0.134020618556701,0.236363636363636
9,0.63,1,0.11340206185567,0.203703703703704
9,0.64,1,0.0927835051546392,0.169811320754717
9,0.65,1,0.0824742268041237,0.152380952380952
9,0.66,1,0.0824742268041237,0.152380952380952
9,0.67,1,0.0824742268041237,0.152380952380952
9,0.68,1,0.0721649484536082,0.134615384615385
9,0.69,1,0.0618556701030928,0.116504854368932
9,0.7,1,0.0515463917525773,0.0980392156862745
9,0.71,1,0.0412371134020619,0.0792079207920792
9,0.72,1,0.0309278350515464,0.06
9,0.73,1,0.0309278350515464,0.06
9,0.74,1,0.0206185567010309,0.0404040404040404
9,0.75,1,0.0206185567010309,0.0404040404040404
9,0.76,1,0.0206185567010309,0.0404040404040404
10,0.1,0.0097,1,0.0192136278102407
10,0.11,0.0097,1,0.0192136278102407
10,0.12,0.0097,1,0.0192136278102407
10,0.13,0.0097,1,0.0192136278102407
10,0.14,0.0097,1,0.0192136278102407
