"minPts","eps","Precision", "Recall","F1"
10,0.15,0.0097,1,0.0192136278102407
10,0.16,0.0097,1,0.0192136278102407
10,0.17,0.0097,1,0.0192136278102407
10,0.18,0.0097,1,0.0192136278102407
10,0.19,0.0097,1,0.0192136278102407
10,0.2,0.0097,1,0.0192136278102407
10,0.21,0.0097,1,0.0192136278102407
10,0.22,0.0097,1,0.0192136278102407
10,0.23,0.0097,1,0.0192136278102407
10,0.24,0.0097,1,0.0192136278102407
10,0.25,0.0097,1,0.0192136278102407
10,0.26,0.0097,1,0.0192136278102407
10,0.27,0.0097,1,0.0192136278102407
10,0.28,0.0097,1,0.0192136278102407
10,0.29,0.0097,1,0.0192136278102407
10,0.3,0.0097,1,0.0192136278102407
10,0.31,0.0097,1,0.0192136278102407
10,0.32,0.00970970970970971,1,0.0192326757212253
10,0.33,0.00971943887775551,1,0.0192517614369356
10,0.34,0.00979402261712439,1,0.0193980601939806
10,0.35,0.0100747818861654,1,0.0199485861182519
10,0.36,0.0107238605898123,0.989690721649485,0.0212178141231075
10,0.37,0.0126232741617357,0.989690721649485,0.0249285899766294
10,0.38,0.0157702523240372,0.979381443298969,0.0310406796275118
10,0.39,0.0210575573233505,0.927835051546392,0.0411805078929307
10,0.4,0.0304017372421281,0.865979381443299,0.0587412587412587
10,0.41,0.0448954489544895,0.752577319587629,0.0847359257109692
10,0.42,0.0763358778625954,0.721649484536082,0.138067061143984
10,0.43,0.127016129032258,0.649484536082474,0.21247892074199
10,0.44,0.202090592334495,0.597938144329897,0.302083333333333
10,0.45,0.319767441860465,0.56701030927835,0.408921933085502
10,0.46,0.495238095238095,0.536082474226804,0.514851485148515
10,0.47,0.662337662337662,0.525773195876289,0.586206896551724
10,0.48,0.819672131147541,0.515463917525773,0.632911392405063
10,0.49,0.941176470588235,0.494845360824742,0.648648648648649
10,0.5,0.956521739130435,0.45360824742268,0.615384615384615
10,0.51,1,0.422680412371134,0.594202898550725
10,0.52,1,0.422680412371134,0.594202898550725
10,0.53,1,0.402061855670103,0.573529411764706
10,0.54,1,0.381443298969072,0.552238805970149
10,0.55,1,0.329896907216495,0.496124031007752
10,0.56,1,0.319587628865979,0.484375
10,0.57,1,0.247422680412371,0.396694214876033
10,0.58,1,0.237113402061856,0.383333333333333
10,0.59,1,0.185567010309278,0.31304347826087
10,0.6,1,0.154639175257732,0.267857142857143
10,0.61,1,0.144329896907216,0.252252252252252
10,0.62,1,0.134020618556701,0.236363636363636
10,0.63,1,0.11340206185567,0.203703703703704
10,0.64,1,0.0927835051546392,0.169811320754717
10,0.65,1,0.0824742268041237,0.152380952380952
10,0.66,1,0.0824742268041237,0.152380952380952
10,0.67,1,0.0824742268041237,0.152380952380952
10,0.68,1,0.0824742268041237,0.152380952380952
10,0.69,1,0.0618556701030928,0.116504854368932
10,0.7,1,0.0515463917525773,0.0980392156862745
10,0.71,1,0.0412371134020619,0.0792079207920792
10,0.72,1,0.0309278350515464,0.06
10,0.73,1,0.0309278350515464,0.06
10,0.74,1,0.0206185567010309,0.0404040404040404
10,0.75,1,0.0206185567010309,0.0404040404040404
10,0.76,1,0.0206185567010309,0.0404040404040404
